generation,best_fitness,avg_fitness,worst_fitness,num_species
0,56.26374571139098,-3.4648730222279793,-104.69537658860872,0
1,68.75933057443795,17.997641344746853,-64.70092679591261,0
2,118.84839168323667,24.678386112324493,-21.366025522220696,0
