generation,genome_id,episode,reward,initial_distance,final_distance,avg_distance,distance_improvement,steps,goal_reached,initial_x,initial_z,final_x,final_z,target_x,target_z
1,34,2,-103.8282647028197,2273.0070156088123,4267.302309665206,2959.4110392833522,-1994.2952940563937,30,False,-1171.007,0.2663792,-2494.495,-2296.757,1102.0,0.0
1,34,3,-49.744374254787374,2273.0050154409214,3185.157500536669,2388.830164195084,-912.1524850957476,30,False,-1171.005,0.2649426,-787.9,-2563.885,1102.0,0.0
1,35,1,57.295143424531354,2273.000015495904,1100.2321470052764,1332.6562957638123,1172.7678684906275,30,False,-1171.0,0.2654136,159.67,-567.9128,1102.0,0.0
1,35,2,75.27867931281187,2273.0000157615473,773.22642950531,1182.4299699819212,1499.7735862562372,30,False,-1171.0,0.2676789,479.5148,-458.6843,1102.0,0.0
1,35,3,73.70416898597064,2273.0000157506674,773.876636031254,1188.8100998268226,1499.1233797194136,30,False,-1171.0,0.2675865,330.4583,60.0704,1102.0,0.0
1,36,1,2.81569560920161,2273.0000154397076,2126.6861032556753,2127.3221177856954,146.31391218403223,30,False,-1171.0,0.2649319,-1009.502,-253.6791,1102.0,0.0
1,36,2,6.3183846365702045,2273.002015531046,2056.6343227996417,2125.039558099014,216.36769273140408,30,False,-1171.002,0.2657145,-932.6123,-300.1625,1102.0,0.0
1,36,3,-0.09199074836219667,2273.000015708762,2184.839830676006,2142.2475994173797,88.16018503275609,30,False,-1171.0,0.2672303,-1065.051,-278.2356,1102.0,0.0
1,37,1,2.8135195454961366,2273.0100162689396,2126.739625359017,2131.6022226230684,146.27039090992275,30,False,-1171.01,0.2719539,-984.1386,-413.5785,1102.0,0.0
1,37,2,2.2133132455014444,2273.0090157487452,2138.7427508387163,2148.393921459876,134.2662649100289,30,False,-1171.009,0.2675707,-998.837,-400.8796,1102.0,0.0
1,37,3,2.0578595584939867,2273.0000155236835,2141.8428243538037,2142.865855820329,131.15719116987975,30,False,-1171.0,0.2656514,-999.7418,-412.5192,1102.0,0.0
1,38,1,1.0098560759986388,2273.000015906766,2162.802894386793,2158.794611349096,110.19712151997282,30,False,-1171.0,0.2689092,-1031.259,-356.2617,1102.0,0.0
