episode,total_reward,avg_distance,final_distance,initial_distance,phase
71,33.807888,311.89686330147856,199.1501575329821,589.300768119206,2
72,33.543015,335.2679522818748,203.24898206183366,604.2220413609563,2
73,32.135002,327.7101945845503,212.52672482587906,602.3676336882124,2
74,30.583569,344.8935920962637,218.41975697797483,603.9342554742859,2
75,32.49795,334.7799243705241,197.77668393291052,593.285840516317,2
76,34.191055,334.42977849886125,189.72810606570678,596.782212677054,2
77,33.02674,324.8403113319283,203.04850727682805,603.1985353577367,2
78,29.363775,352.9264727711375,254.11694843296772,598.4443694968145,2
79,32.92453,335.14762478937826,190.5926103104076,598.1185164644559,2
80,30.820143,333.2206469456632,204.7488732168509,597.1532990901227,2
81,32.72078,326.44208336565015,207.63032573683188,598.6452624766621,2
82,34.106903,323.559046662441,182.09221525926938,585.2010579228179,2
83,31.914917,333.90504582406237,199.68808535914835,600.0333017325709,2
84,33.04607,333.6884704711349,208.9325445117225,610.0235592903999,2
85,33.08746,317.7236377164544,195.31035422373697,598.6372869253335,2
86,32.995544,332.51484582449064,193.53633752080282,598.1140859959097,2
87,32.236885,329.0844611281666,203.09318310678375,600.0582476873707,2
88,33.633545,329.4350116995028,184.67838033083353,590.733806216214,2
89,33.851044,332.44987564874936,200.99865029870452,608.590101433414,2
90,34.060474,325.20091901167655,197.80394519678447,590.4745510061147,2
91,31.660824,320.18435628137667,186.7239532449,592.6248822622194,2
92,33.82043,321.20324637290184,201.14477418173806,607.9509804878037,2
93,32.960274,332.2177443529281,207.62209381173022,589.3324400077129,2
94,34.42779,346.7047251236315,185.8030304797661,608.1927319271025,2
95,34.235428,336.0929524556853,197.0093758299579,599.6755214725702,2
96,34.224327,311.0616519962052,179.01634808037753,589.9685697792336,2
97,33.103867,334.85406357933323,212.52667132651843,588.3134128784878,2
98,31.502783,322.11233918408016,189.32438545115738,588.6029767936227,2
99,30.76248,327.88313790781416,211.70190124722762,599.9742156775469,2
100,33.71276,333.26369056790855,187.58708352189393,602.7888600605738,2
